id,text,length,author
506,Albania BahrainBritain BulgariaCanadaCroatia Czech Republic Denmark Egypt Eritrea Estonia Ethiopia Hungary Iceland Israel Italy Kuwait Japan Jordan Latvia Lithuania Macedonia Netherlands Oman Palau Poland Portugal Qatar Romania Saudi Arabia Singapore Slovenia Spain United Arab Emirates.United States of AmericaTurkey,38,TimOfAltona
507,"No - they just could not stomach the thought of a Labor/Greens government riddled with leadership dysfunction, run by the unions and cuddling up to and then being held hostage by the Greens - sound familiar?",36,TimOfAltona
508,I don't see many damning Labor's decision to support the government Daisy in fact they are being applauded by mainstrean Australia - perhaps that's what the ALP are looking for here?,31,TimOfAltona
509,Looks like the government's response to the ISIL threat has been proportionate to the threat and good to see the opposition are as one with the government on this. ,30,TimOfAltona
510,Have you see the cost of hotels in London? - that amount would have bought them a bunk bed with a ceiling fan and communal bathroom facilities at the Heathrow Ibis.,31,TimOfAltona
511,Julia Gillard's interview will be riveting viewing tomorrow night - I'm particularly interested to see how she goes without the obligatory scripting by John McTernan that she was reliant on during her Prime Ministership. ,35,TimOfAltona
512,"Meanwhile, while we are tapping on our key boards in the security of our homes or offices in Australia, women and children are being slaughtered today and will be killed tomorrow and the day after that and the day after that &amp; so on.....military action/intervention is required now",48,TimOfAltona
513,"I also add that the accompanying threat by Sinaloa is that they survive not only through killings of competitors but also widespread corruption of police, military and government officials. ",30,TimOfAltona
514,You raise a very good point Daisy - the Sinaloa cartel do represent a real threat to Australia given the atrocities they commit in Mexico funded by billionaire drug bosses. ,31,TimOfAltona
515,The difference between the two groups is that ISIS is all about religion/ideology and seek to destroy those of different beliefs whereas Sinaloa is all about the money and tend to target and kill only those involved in the drug trade - not butchering thousands of innocent men women and children. ,52,TimOfAltona
516,"That was not the question I was responding to... he wanted to know how a dual Australian/Israeli citizen performing military/conscription service with the IDF and being required to enter Gaza, which may be a 'no travel' area given Hamas is a prescribed terrorist organisation would be treated by the proposed new legislation.",52,TimOfAltona
517,IDF are not a prescribed terrorist organisation and are in Gaza as a direct result of a lawful direction from the Israeli government to combat terrorism against the state of Israel.,31,TimOfAltona
518,"It won't be ISIS that will see the current government enter anothet term in 2016, it will be the fact the government has delivered on core pre-election promises and that the ALP/Greens will be in no state whatsoever to take back government.",42,TimOfAltona
519,"Actually when you look at where the majority of our tourists come from, NZ aside, terrorism is a much greater threat/reality in their own countries and we remain a very safe country. ",33,TimOfAltona
520,Tourists are travelling to the US in even greater numbers -we don't stop visiting the US because of 9/11 or the White House has been the target of terror attacks.,30,TimOfAltona
