id,text,length,author
1410,"I would like to see more shows with only 2 guests - a senior minister from the government with his/her shadow equivalent. We could get some really good meaty debate around policies happening and give both sides an opportunity to showcase their respective arguments...and yes, in fairness the Greens should probably get a look in on the panel too...if only to demonstrate not much separate the Greens and Labor.",69,TimOfAltona
1411,"Likewise Shorten should stop commenting on Abbott's comments. No doubt he thinks he's getting some kind of political mileage out of reminding people that Abbott used to be PM, but ultimately despite Abbott's shortcomings, his approval rating was always higher than Bill's. ",43,TimOfAltona
1412,"I suspect The Guardian have achieved their objective - you only need to have the words 'Tony' and 'Abbott' in the headline, no matter how inane the story and the Labor/Greens cheer squad all flood into the thread to submit their usual anti-Abbott confected rhetoric. ",46,TimOfAltona
1413,"Kristina, fair to say no matter what becomes of Brough, stay whether he stays, goes or nothing changes it at all makes zero difference to the final outcome of the next federal election. ",34,TimOfAltona
1414,We all know Labor are up against it at the next election and if they don't discard Shorten probably the one after that too..let's see Labor at least attempt to initiate the promised reform instead if pretending it is no longer needed - until they do they can expect to wither on the opposition benches for years to come.,59,TimOfAltona
1415,"Abbott could have turfed him out in 2013, given Washington is regarded as the second highest diplomatic posting after the UK and usually reserved for party apparatchiks, at least Abbott did the right thing by leaving Kim in Washington. ",40,TimOfAltona
1416,They are neither gulags or concentration camps - go back and look up the history books to see what happened in both those places - no resemblance whatsoever to either Manus or Nauru. ,34,TimOfAltona
1417,"On Nauru for instance, no one is 'locked up' - everyone can come and go from the facility as much as they like and free to roam outside at their leisure. ",32,TimOfAltona
1418,Of course nobody wants to see people held on Manus or Nauru - the sooner they are emptied and closed down the better - just like back in the Howard Government days before Labor opened up the flood gates and reopened the offshore centres after losing control of our borders. ,51,TimOfAltona
1419,"If FD can suggest a way we can release these people (who choose to stay in Manus or Nauru above relocating to another country on offer not Australia) without restarting the last Labor initiated debacle of tens of thousands attempting to reach Australia on hundreds of people smuggling boats accompanied by the inevitable tragic mass drownings along the way, then we are all ears.",64,TimOfAltona
1420,"I'm with you, we only want media outlets and publications to spread the word on how great life is under a Labor/Greens government - anything else is just toilet paper and should be dismissed as trash journalism.",37,TimOfAltona
1421,I want to know what India is doing - far more relevant to the topic of global warming than anything Australia will ever need to do or indeed achieve in a hundred years. ,34,TimOfAltona
1422,A person no one wants as ALP leader let alone PM of this country (see latest FDOTM cartoon) and a party that promised reform and rebuild after the disaster of the Rudd/Gillard/Rudd years and nothing done about that. ,39,TimOfAltona
1423,"In all seriousness little point in holding out for Shorten to reach the Lodge - never happen - so the LNP is all we've got for the foreseeable future, may as well work with Turnbull on this. ",38,TimOfAltona
1424,Give him time. He needs a strong win at the next election to consolidate his leadership and take the party back towards the highly popular middle and keep them in govt for years to come. ,36,TimOfAltona
1425,Plibersek is a weak performer in parliament - comes across as indecisive and she lacks the oratory skills needed tolead a party like labor when it's on its knees as it is at the moment.,35,TimOfAltona
1426,You need to go back and look at his history.....classic faceless man of the Labor party...destroying not one PM but two Labor PMs on his way to the top....plenty more too when you delve into his distant past.,38,TimOfAltona
1427,Damn First Dog - saves his best cartoon of the year until I am ensconced in deepest darkest Southern India where the internet fails faster than an Australian Labor leaders popularity...that said brilliant piece and reinforces pretty much everything I have said since Sept 2013. ,46,TimOfAltona
